bill_id,date,chamber,sequence,action
1385437,2021-02-10,Senate,5,"Re-referred to Coms. on B., P. & E.D., GOV. & F., and G.O."
1385437,2021-02-11,Senate,6,"Referral to Com. on G.O. rescinded because of the limitations placed on committee hearings due to ongoing health and safety risks of the COVID-19 virus."
1385437,2021-03-02,Senate,7,"Set for hearing March 8."
1385437,2021-03-04,Senate,8,"March 8 set for first hearing canceled at the request of author."
1385437,2021-03-08,Senate,9,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on B., P. & E.D."
1385437,2021-03-11,Senate,10,"Set for hearing March 22."
1385437,2021-03-22,Senate,11,"From committee: Do pass and re-refer to Com. on GOV. & F. (Ayes 14. Noes 0. Page 573.) (March 22). Re-referred to Com. on GOV. & F."
1385437,2021-04-06,Senate,12,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on GOV. & F."
1385437,2021-04-28,Senate,13,"Set for hearing May 6."
1385437,2021-04-29,Senate,14,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on GOV. & F."
1385437,2021-05-10,Senate,15,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 5. Noes 0.) (May 6)."
1385437,2021-05-11,Senate,16,"Read second time and amended. Re-referred to Com. on APPR."
1385437,2021-05-13,Senate,17,"Set for hearing May 17."
1385438,2020-12-07,Assembly,1,"Read first time. To print."
1385438,2020-12-08,Assembly,2,"From printer. May be heard in committee January 7."
1385438,2021-04-22,Assembly,3,"Referred to Coms. on L. GOV. and APPR."
1385439,2020-12-07,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1385439,2020-12-08,Senate,2,"From printer. May be acted upon on or after January 7."
1385439,2021-01-28,Senate,3,"Referred to Coms. on L., P.E. & R. and JUD."
1385439,2021-02-22,Senate,4,"Set for hearing March 8."
1385439,2021-03-09,Senate,5,"From committee: Do pass and re-refer to Com. on JUD. (Ayes 5. Noes 0. Page 406.) (March 8). Re-referred to Com. on JUD."
1385439,2021-03-11,Senate,6,"Set for hearing March 23."
1385439,2021-03-15,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1385439,2021-03-24,Senate,8,"From committee: Do pass and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 11. Noes 0.) (March 23). Re-referred to Com. on APPR."
1385439,2021-04-06,Senate,9,"Set for hearing April 19."
1385439,2021-04-19,Senate,10,"April 19 hearing postponed by committee."
1385439,2021-04-21,Senate,11,"Set for hearing May 3."
1385439,2021-04-27,Senate,12,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on APPR."
1385439,2021-05-04,Senate,13,"From committee: Be ordered to second reading pursuant to Senate Rule 28.8 and ordered to consent calendar."
1385439,2021-05-05,Senate,14,"Read second time. Ordered to consent calendar."
1385439,2021-05-10,Senate,15,"Read third time. Urgency clause adopted. Passed. (Ayes 37. Noes 0.) Ordered to the Assembly."
1385439,2021-05-10,Assembly,16,"In Assembly. Read first time. Held at Desk."
1385439,2021-03-24,Senate,17,"From committee: Do pass and re-refer to Com. on APPR with recommendation: To consent calendar. (Ayes 11. Noes 0. Page 590.) (March 23). Re-referred to Com. on APPR."
1385441,2020-12-07,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1385441,2020-12-08,Senate,2,"From printer. May be acted upon on or after January 7."
1385441,2021-04-07,Senate,3,"Referred to Com. on E. & C.A."
1385442,2020-12-07,Assembly,1,"Read first time. To print."
1385442,2020-12-08,Assembly,2,"From printer. May be heard in committee January 7."
1385442,2021-01-11,Assembly,3,"Referred to Com. on PUB. S."
1385442,2021-03-24,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 6. Noes 2.) (March 23)."
1385442,2021-03-25,Assembly,5,"Read second time and amended."
1385442,2021-03-26,Assembly,6,"Re-referred to Com. on APPR."
1385442,2021-04-14,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1385443,2020-12-07,Assembly,1,"Read first time. To print."
1385443,2020-12-08,Assembly,2,"From printer. May be heard in committee January 7."
1385443,2021-01-11,Assembly,3,"Without reference to committee."
1385443,2021-01-11,Assembly,4,"Ordered to second reading."
1385443,2021-01-11,Assembly,5,"(Ayes 46. Noes 13. Page 108.)"
1385443,2021-01-12,Assembly,6,"Read second time. Ordered to third reading."
1385443,2021-01-15,Assembly,7,"Read third time. Passed. Ordered to the Senate. (Ayes 48. Noes 13. Page 161.)"
1385443,2021-01-15,Senate,8,"In Senate. Read first time. To Com. on RLS. for assignment."
1385443,2021-01-25,Senate,9,"Referred to Com. on B. & F.R."
1385443,2021-02-16,Senate,10,"Joint Rule 62(a), file notice suspended."
1385443,2021-02-17,Senate,11,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on B. & F.R."
1385443,2021-02-18,Senate,12,"From committee: Do pass. (Ayes 17. Noes 0.) (February 18)."
1385443,2021-02-18,Senate,13,"Read second time. Ordered to third reading."
1385443,2021-02-22,Senate,14,"Read third time. Passed. Ordered to the Assembly."
1385443,2021-02-22,Assembly,15,"In Assembly. Concurrence in Senate amendments pending. May be considered on or after February 24 pursuant to Assembly Rule 77."
1385443,2021-02-22,Assembly,16,"Assembly Rule 77 suspended."
1385443,2021-02-22,Assembly,17,"Assembly Rule 63 suspended."
1385443,2021-02-22,Assembly,18,"Senate amendments concurred in. To Engrossing and Enrolling."
1385443,2021-02-22,,19,"Enrolled and presented to the Governor at 4 p.m."
1385443,2021-02-23,,20,"Approved by the Governor."
1385443,2021-02-23,,21,"Chaptered by Secretary of State - Chapter 6, Statutes of 2021."
1385444,2020-12-07,Assembly,1,"Read first time. To print."
1385444,2020-12-08,Assembly,2,"From printer. May be heard in committee January 7."
1385444,2021-01-11,Assembly,3,"Referred to Com. on B. & F."
1385445,2020-12-07,Assembly,1,"Read first time. To print."
1385445,2020-12-08,Assembly,2,"From printer. May be heard in committee January 7."
1385445,2021-01-11,Assembly,3,"Referred to Coms. on L. GOV. and H. & C.D."
1385446,2020-12-07,Assembly,1,"Read first time. To print."
1385446,2020-12-08,Assembly,2,"From printer. May be heard in committee January 7."
1385446,2021-01-11,Assembly,3,"Without reference to committee."
1385446,2021-01-11,Assembly,4,"Ordered to second reading."
1385446,2021-01-11,Assembly,5,"(Ayes 46. Noes 13. Page 108.)"
1385446,2021-01-12,Assembly,6,"Read second time. Ordered to third reading."
1385446,2021-01-15,Assembly,7,"Read third time. Passed. Ordered to the Senate. (Ayes 48. Noes 13. Page 163.)"
1385446,2021-01-15,Senate,8,"In Senate. Read first time. To Com. on RLS. for assignment."
1385446,2021-01-25,Senate,9,"Referred to Com. on B. & F.R."
1385446,2021-02-16,Senate,10,"Joint Rule 62(a), file notice suspended."
1385446,2021-02-18,Senate,11,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on B. & F.R."
1385446,2021-02-18,Senate,12,"In committee: Hearing postponed by committee."
1385446,2021-02-24,Senate,13,"In committee: Hearing postponed by committee."
1385446,2021-03-01,Senate,14,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on B. & F.R."
1385446,2021-03-02,Senate,15,"From committee: Do pass. (Ayes 18. Noes 0.) (March 2)."
1385446,2021-03-03,Senate,16,"Read second time. Ordered to third reading."
1385446,2021-03-04,Senate,17,"Read third time. Passed. Ordered to the Assembly. (Ayes 36. Noes 0.)."
1385446,2021-03-04,Assembly,18,"In Assembly. Concurrence in Senate amendments pending. May be considered on or after March 6 pursuant to Assembly Rule 77."
1385446,2021-03-04,Assembly,19,"Assembly Rule 77 suspended."
1385446,2021-03-04,Assembly,20,"Assembly Rule 63 suspended."
1385446,2021-03-04,Assembly,21,"Senate amendments concurred in. To Engrossing and Enrolling."
1385446,2021-03-04,,22,"Enrolled and presented to the Governor at 1 p.m."
1385446,2021-03-05,,23,"Approved by the Governor."
1385446,2021-03-05,,24,"Chaptered by Secretary of State - Chapter 10, Statutes of 2020."
1385447,2020-12-07,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1385447,2020-12-08,Senate,2,"From printer. May be acted upon on or after January 7."
1385447,2021-01-28,Senate,3,"Referred to Coms. on EQ. and N.R. & W."
1385447,2021-03-01,Senate,4,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E.Q."
1385447,2021-03-03,Senate,5,"Set for hearing March 15."
1385447,2021-03-16,Senate,6,"From committee: Do pass and re-refer to Com. on N.R. & W. (Ayes 5. Noes 0. Page 499.) (March 15). Re-referred to Com. on N.R. & W."
1385447,2021-03-25,Senate,7,"Set for hearing April 27."
1385447,2021-04-19,Senate,8,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on N.R. & W."
1385447,2021-04-27,Senate,9,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (April 27). Re-referred to Com. on APPR."
1385447,2021-04-30,Senate,10,"Set for hearing May 10."
1385447,2021-05-10,Senate,11,"May 10 hearing: Placed on APPR suspense file."
1385447,2021-05-14,Senate,12,"Set for hearing May 20."
1385448,2020-12-07,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1385448,2020-12-08,Senate,2,"From printer. May be acted upon on or after January 7."
1385448,2021-01-28,Senate,3,"Referred to Com. on RLS."
1385448,2021-03-09,Senate,4,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1385448,2021-03-11,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1385448,2021-03-18,Senate,6,"Re-referred to Com. on L., P.E. & R."
1385448,2021-03-23,Senate,7,"Set for hearing April 5."
1385448,2021-04-06,Senate,8,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 5. Noes 0.) (April 5)."
1385448,2021-04-07,Senate,9,"Read second time and amended. Re-referred to Com. on APPR."
1385448,2021-04-08,Senate,10,"Set for hearing April 19."
1385448,2021-04-19,Senate,11,"From committee: Be ordered to second reading pursuant to Senate Rule 28.8."
1385448,2021-04-20,Senate,12,"Read second time. Ordered to third reading."
1385448,2021-05-03,Senate,13,"Read third time. Passed. (Ayes 36. Noes 0.) Ordered to the Assembly."
1385448,2021-05-04,Assembly,14,"In Assembly. Read first time. Held at Desk."
1385448,2021-05-13,Assembly,15,"Referred to Com. on L. & E."
1385449,2020-12-07,Assembly,1,"Read first time. To print."
1385449,2020-12-08,Assembly,2,"From printer. May be heard in committee January 7."
1385449,2021-01-11,Assembly,3,"Without reference to committee."
1385449,2021-01-11,Assembly,4,"Ordered to second reading."
1385449,2021-01-11,Assembly,5,"(Ayes 46. Noes 13. Page 108.)"
1385449,2021-01-12,Assembly,6,"Read second time. Ordered to third reading."
1385449,2021-01-15,Assembly,7,"Read third time. Passed. Ordered to the Senate. (Ayes 48. Noes 13. Page 160.)"
1385449,2021-01-15,Senate,8,"In Senate. Read first time. To Com. on RLS. for assignment."
1385449,2021-01-25,Senate,9,"Referred to Com. on B. & F.R."
1385449,2021-01-25,Senate,10,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on B. & F.R."
1385449,2021-01-26,Senate,11,"From committee: Do pass. (Ayes 16. Noes 0.) (January 26)."
1385449,2021-01-27,Senate,12,"Read second time. Ordered to third reading."
1385449,2021-02-02,Senate,13,"Re-referred to Com. on B. & F.R."
1385449,2021-02-16,Senate,14,"Joint Rule 62(a), file notice suspended."
1385449,2021-02-18,Senate,15,"In committee: Hearing postponed by committee."
1385449,2021-04-08,Senate,16,"From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on B. & F.R."
1385449,2021-04-12,Senate,17,"From committee: Do pass. (Ayes 16. Noes 0.) (April 12)."
1385450,2020-12-07,Assembly,1,"Read first time. To print."
1385450,2020-12-08,Assembly,2,"From printer. May be heard in committee January 7."
1385450,2021-01-11,Assembly,3,"Referred to Coms. on TRANS. and NAT. RES."
1385450,2021-03-22,Assembly,4,"In committee: Hearing postponed by committee."
1385450,2021-03-22,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended."
1385450,2021-03-23,Assembly,6,"Re-referred to Com. on TRANS."
1385450,2021-04-01,Assembly,7,"In committee: Hearing postponed by committee."
1385450,2021-04-08,Assembly,8,"Coauthors revised."
1385451,2020-12-07,Assembly,1,"Read first time. To print."
1385451,2020-12-08,Assembly,2,"From printer. May be heard in committee January 7."
1385452,2020-12-07,Assembly,1,"Read first time. To print."
1385452,2020-12-08,Assembly,2,"From printer. May be heard in committee January 7."
1385452,2021-01-11,Assembly,3,"Referred to Com. on ED."
1385452,2021-01-12,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on ED. Read second time and amended."
1385452,2021-01-13,Assembly,5,"Re-referred to Com. on ED."
1385452,2021-01-27,Assembly,6,"In committee: Set, first hearing. Hearing canceled at the request of author."
1385453,2020-12-07,Senate,1,Introduced.
1385453,2020-12-07,Senate,2,"Held at desk."
1385453,2020-12-07,Senate,3,"Read. Adopted. (Ayes 36. Noes 0. Page 10.) Ordered to the Assembly."
1385453,2020-12-07,Assembly,4,"In Assembly. Held at Desk."
1385453,2020-12-07,Assembly,5,"Read. Adopted. (Ayes 75. Noes 0. Page 64.) Ordered to the Senate."
1385453,2020-12-07,Senate,6,"In Senate. Ordered to engrossing and enrolling."
1385453,2020-12-07,Senate,7,"(Corrected January 4)."
1385453,2021-01-12,,8,"Enrolled and filed with the Secretary of State at 11 a.m."
1385453,2021-01-12,,9,"Chaptered by Secretary of State. Res. Chapter 1, Statutes of 2021."
1385455,2020-12-07,Assembly,1,"Read first time. To print."
1385455,2020-12-08,Assembly,2,"From printer. May be heard in committee January 7."
1385455,2021-01-11,Assembly,3,"Referred to Com. on HEALTH."
1385455,2021-04-08,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 15. Noes 0.) (April 6)."
1385455,2021-04-12,Assembly,5,"Read second time and amended."
1385455,2021-04-13,Assembly,6,"Re-referred to Com. on APPR."
1385455,2021-04-21,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1385456,2020-12-07,Senate,1,"Introduced. Read first time. To Com. on RLS. for assignment. To print."
1385456,2020-12-08,Senate,2,"From printer. May be acted upon on or after January 7."
1385456,2021-01-28,Senate,3,"Referred to Com. on RLS."
1385456,2021-02-02,Senate,4,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1385456,2021-03-10,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1385456,2021-03-18,Senate,6,"Re-referred to Com. on M. & V.A."
1385456,2021-04-19,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on M. & V.A."
1385456,2021-04-20,Senate,8,"Set for hearing April 28."
1385456,2021-04-28,Senate,9,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (April 28)."
1385456,2021-04-29,Senate,10,"Read second time and amended. Re-referred to Com. on APPR."
1385456,2021-05-04,Senate,11,"Set for hearing May 10."
1385456,2021-05-10,Senate,12,"From committee: Be ordered to second reading pursuant to Senate Rule 28.8."
